benchmark,structure,schema,model,name,runs,questions_mean,success_rate_mean,success_rate_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
standard,flat,naive,gpt-4.1-mini,aggregate_having_sort_limit,3,5,0.6,0,0.66,0,0.66,0,0.66,0
standard,flat,naive,gpt-4.1-mini,lookup_join,3,3.3333333333333335,0.30553333333333327,0.04809327742349582,0.7126666666666667,0.0489015678003613,0.9655333333333335,0.006119912853410064,0.8076666666666666,0.03677721214737915
standard,flat,naive,gpt-5-mini,distinct,3,5,1,0,1,0,1,0,1,0
standard,flat,naive,gpt-5-mini,find_projection,3,5,0.8000000000000002,1.3597399555105182e-16,0.975,0,0.975,0,0.975,0
standard,flat,naive,gpt-5-mini,selection_conditions,3,5,0.6666666666666666,0.11547005383792519,0.6666666666666666,0.11547005383792519,0.6666666666666666,0.11547005383792519,0.6666666666666666,0.11547005383792519
standard,flat,naive,gpt-5-mini,text_or_pattern_filter,3,5,0.9333333333333332,0.11547005383792512,0.9334666666666666,0.1152391137302493,1,0,0.9335999999999999,0.11500817362257348
standard,flat,naive,gpt-5-mini,alias_projection,3,4,1,0,1,0,1,0,1,0
standard,flat,naive,gpt-5-mini,quantifier_exists,3,5,0.8000000000000002,1.3597399555105182e-16,0.8646666666666668,0.11200595222278738,0.8605333333333333,0.10484680888483604,0.8625333333333334,0.1083109104999738
standard,flat,naive,gpt-5-mini,aggregate_group_count,3,5,0.4000000000000001,6.798699777552591e-17,0.5926,0,0.5926,0,0.5926,0
standard,flat,naive,gpt-5-mini,aggregate_group_sum,3,5,0.5333333333333333,0.11547005383792512,0.5333333333333333,0.11547005383792512,0.5333333333333333,0.11547005383792512,0.5333333333333333,0.11547005383792512
standard,flat,naive,gpt-5-mini,aggregate_group_avg,3,5,0.5333333333333333,0.23094010767585033,0.8023333333333333,0.20016796280457405,0.8023333333333333,0.20016796280457405,0.8023333333333333,0.20016796280457405
standard,flat,naive,gpt-5-mini,aggregate_having_sort_limit,3,5,1,0,1,0,1,0,1,0
standard,flat,naive,gpt-5-mini,lookup_join,3,5,0.6666666666666666,0.11547005383792519,0.8892000000000001,0.10039935258755409,0.9766,0.008487048957087526,0.8978,0.10276862361635482
complex,flat,technical,gpt-4.1-mini,complex_pipeline_stress,3,5,1,0,1,0,1,0,1,0
complex,flat,technical,gpt-5-mini,complex_pipeline_stress,3,3.6666666666666665,0.7222333333333334,0.04809327742349585,0.7222333333333334,0.04809327742349585,0.7222333333333334,0.04809327742349585,0.7222333333333334,0.04809327742349585
complex,flat,naive,gpt-4.1-mini,complex_pipeline_stress,3,5,0.6,0,0.658,0.025114736709748776,0.6740999999999998,0.03204293994002423,0.6650666666666667,0.028174693136453714
complex,flat,naive,gpt-5-mini,complex_pipeline_stress,3,4.666666666666667,0.5666666666666667,0.05773502691896257,0.5666666666666667,0.05773502691896257,0.5666666666666667,0.05773502691896257,0.5666666666666667,0.05773502691896257
standard,structured,technical,gpt-4.1-mini,distinct,3,5,1,0,1,0,1,0,1,0
standard,structured,technical,gpt-4.1-mini,find_projection,3,5,0.6,0,0.7628,0,0.9499999999999998,1.3597399555105182e-16,0.7969,0
standard,structured,technical,gpt-4.1-mini,selection_conditions,3,5,0.6,0,0.6889,0,0.7333,0,0.7067,0
standard,structured,technical,gpt-4.1-mini,text_or_pattern_filter,3,5,0.6,0,0.6463,0,1,0,0.6753,0
standard,structured,technical,gpt-4.1-mini,alias_projection,3,4.666666666666667,0.7166666666666668,0.10408329997330666,0.7357666666666667,0.07240692876606035,0.7357666666666667,0.07240692876606035,0.7357666666666667,0.07240692876606035
standard,structured,technical,gpt-4.1-mini,quantifier_exists,3,5,0.20000000000000004,3.3993498887762956e-17,0.6645333333333333,0.11194821719586841,0.49513333333333326,0.10484680888483604,0.5232333333333333,0.10831091049997378
standard,structured,technical,gpt-4.1-mini,aggregate_group_count,3,5,0.4000000000000001,6.798699777552591e-17,0.5926,0,0.5926,0,0.5926,0
standard,structured,technical,gpt-4.1-mini,aggregate_group_sum,3,5,0.20000000000000004,3.3993498887762956e-17,0.20000000000000004,3.3993498887762956e-17,0.20000000000000004,3.3993498887762956e-17,0.20000000000000004,3.3993498887762956e-17
standard,structured,technical,gpt-4.1-mini,aggregate_group_avg,3,5,0.6,0,0.7976,0,0.7976,0,0.7976,0
standard,structured,technical,gpt-4.1-mini,aggregate_having_sort_limit,3,5,0.4000000000000001,6.798699777552591e-17,0.4200000000000001,0.034641016151377546,0.4200000000000001,0.034641016151377546,0.4200000000000001,0.034641016151377546
standard,structured,technical,gpt-4.1-mini,lookup_join,3,5,0.20000000000000004,3.3993498887762956e-17,0.4431,0,0.5668,0,0.49300000000000005,6.798699777552591e-17
standard,structured,technical,gpt-5-mini,distinct,3,5,1,0,1,0,1,0,1,0
standard,structured,technical,gpt-5-mini,find_projection,3,5,0.6,0,0.7782666666666667,0.026789052490398632,0.9583333333333334,0.014433756729740658,0.8090666666666667,0.021073284825421326
standard,structured,technical,gpt-5-mini,selection_conditions,3,5,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519
standard,structured,technical,gpt-5-mini,text_or_pattern_filter,3,5,0.8000000000000002,1.3597399555105182e-16,0.8351666666666667,0.019283498990933554,1,0,0.8691333333333334,0.010507774899251185
standard,structured,technical,gpt-5-mini,alias_projection,3,5,1,0,1,0,1,0,1,0
standard,structured,technical,gpt-5-mini,quantifier_exists,3,5,0.4000000000000001,6.798699777552591e-17,0.5999,0,0.43649999999999994,6.798699777552591e-17,0.4617,0
standard,structured,technical,gpt-5-mini,aggregate_group_count,3,5,0.4000000000000001,6.798699777552591e-17,0.6514333333333333,0.10190232251196894,0.6514333333333333,0.10190232251196894,0.6514333333333333,0.10190232251196894
standard,structured,technical,gpt-5-mini,aggregate_group_sum,3,5,0.4666666666666666,0.11547005383792512,0.4666666666666666,0.11547005383792512,0.4666666666666666,0.11547005383792512,0.4666666666666666,0.11547005383792512
standard,structured,technical,gpt-5-mini,aggregate_group_avg,3,5,0.5333333333333333,0.11547005383792512,0.7754,0.11552778886484408,0.7754,0.11552778886484408,0.7754,0.11552778886484408
standard,structured,technical,gpt-5-mini,aggregate_having_sort_limit,3,5,0.8000000000000002,1.3597399555105182e-16,0.8000000000000002,1.3597399555105182e-16,0.8000000000000002,1.3597399555105182e-16,0.8000000000000002,1.3597399555105182e-16
standard,structured,technical,gpt-5-mini,lookup_join,3,4.666666666666667,0.43333333333333335,0.05773502691896257,0.7065333333333332,0.05650188787406432,0.9050666666666668,0.11997088535696204,0.7759333333333333,0.07215832130345973
standard,structured,naive,gpt-4.1-mini,distinct,3,5,1,0,1,0,1,0,1,0
standard,structured,naive,gpt-4.1-mini,find_projection,3,5,0.6,0,0.8249999999999998,1.3597399555105182e-16,0.874,0,0.8414,0
standard,structured,naive,gpt-4.1-mini,selection_conditions,3,4,0.75,0,0.75,0,0.75,0,0.75,0
standard,structured,naive,gpt-4.1-mini,text_or_pattern_filter,3,5,0.6,0,0.65,0,0.8986,0,0.6664,0
standard,structured,naive,gpt-4.1-mini,alias_projection,3,5,0.8000000000000002,1.3597399555105182e-16,0.8190666666666667,0.033024435397646545,0.8189000000000001,0.032735760263051764,0.8189666666666667,0.032851230316889676
standard,structured,naive,gpt-4.1-mini,quantifier_exists,3,5,0.20000000000000004,3.3993498887762956e-17,0.7271333333333333,0.11547005383792512,0.5501666666666667,0.11437308832646483,0.5819666666666666,0.11489270356873554
standard,structured,naive,gpt-4.1-mini,aggregate_group_count,3,5,0.4000000000000001,6.798699777552591e-17,0.7691,0,0.7691,0,0.7691,0
standard,structured,naive,gpt-4.1-mini,aggregate_group_sum,3,5,0.20000000000000004,3.3993498887762956e-17,0.20000000000000004,3.3993498887762956e-17,0.20000000000000004,3.3993498887762956e-17,0.20000000000000004,3.3993498887762956e-17
standard,structured,naive,gpt-4.1-mini,aggregate_group_avg,3,5,0.6,0,0.7976,0,0.7976,0,0.7976,0
standard,structured,naive,gpt-4.1-mini,aggregate_having_sort_limit,3,5,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519,0.7333333333333334,0.11547005383792519
standard,structured,naive,gpt-4.1-mini,lookup_join,3,4.333333333333333,0.16666666666666666,0.2886751345948129,0.21953333333333336,0.18222821771979592,0.32156666666666667,0.18387333502531936,0.2522333333333333,0.18176414204494057
standard,structured,naive,gpt-5-mini,distinct,3,5,1,0,1,0,1,0,1,0
standard,structured,naive,gpt-5-mini,find_projection,3,5,0.8000000000000002,1.3597399555105182e-16,0.975,0,0.975,0,0.975,0
standard,structured,naive,gpt-5-mini,selection_conditions,3,5,0.6666666666666666,0.11547005383792519,0.6666666666666666,0.11547005383792519,0.6666666666666666,0.11547005383792519,0.6666666666666666,0.11547005383792519
standard,structured,naive,gpt-5-mini,text_or_pattern_filter,3,4.666666666666667,1,0,1,0,1,0,1,0
standard,structured,naive,gpt-5-mini,alias_projection,3,4,1,0,1,0,1,0,1,0
standard,structured,naive,gpt-5-mini,quantifier_exists,3,5,0.20000000000000004,3.3993498887762956e-17,0.7938,0,0.6162,0,0.6483,0
standard,structured,naive,gpt-5-mini,aggregate_group_count,3,5,0.4000000000000001,6.798699777552591e-17,0.5926,0,0.5926,0,0.5926,0
standard,structured,naive,gpt-5-mini,aggregate_group_sum,3,5,0.6,0,0.6,0,0.6,0,0.6,0
standard,structured,naive,gpt-5-mini,aggregate_group_avg,3,5,0.3333333333333333,0.11547005383792516,0.6885333333333333,0.06865830855281341,0.6885333333333333,0.06865830855281341,0.6885333333333333,0.06865830855281341
standard,structured,naive,gpt-5-mini,aggregate_having_sort_limit,3,5,0.8000000000000002,1.3597399555105182e-16,0.86,0,0.86,0,0.86,0
standard,structured,naive,gpt-5-mini,lookup_join,3,4.666666666666667,0.2833333333333334,0.10408329997330665,0.5265666666666667,0.07372423843847647,0.6807,0.10285732837284861,0.5889666666666665,0.08563657707623146
complex,structured,technical,gpt-4.1-mini,complex_pipeline_stress,3,4,0.5,0,0.5784333333333334,0.002020725942163724,0.5972,0,0.5868000000000001,0.0012124355652982088
complex,structured,technical,gpt-5-mini,complex_pipeline_stress,3,4,0.5611,0.2110559878326128,0.5611,0.2110559878326128,0.5611,0.2110559878326128,0.5611,0.2110559878326128
complex,structured,naive,gpt-4.1-mini,complex_pipeline_stress,3,4.333333333333333,0.4666666666666666,0.05773502691896257,0.5471333333333334,0.08163732806341308,0.5206666666666667,0.03579571668975683,0.5281,0.04867062769268547
complex,structured,naive,gpt-5-mini,complex_pipeline_stress,3,5,0.4000000000000001,6.798699777552591e-17,0.5778,0,0.4842,0,0.5143,0
